Section,ShrubID,SiteID,Species,StemLength,StemHeight,StemDiam,CanopyCover,Twigs,Moose,Hare,Ptarmagin,PropMoose,PropHare,PropPtarmagin,Bin_Moose,Bin_Hare,Bin_Ptarmagin,Binary_Browse,MooseFeces,HareFeces ,PtarmaginFeces,DistToRoad,RoadSide,GMU,VegCoverGIS,VegCoverOBS,SoilText,SoilMoist,LastBurn,Elevation,Aspect,Slope,X_Cord,Y_Cord
22,268-1-C-SAPU,268-1,SAPU,61,49,10,0,21,0,0,5,0,0,0.238095238,,,Ptarmagin,1,0,1,2,212.091228,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,818.738892,195,1.432166,-149.327109,68.400098
22,268-1-D-SAPU,268-1,SAPU,75,52,13,0,37,0,0,6,0,0,0.162162162,,,Ptarmagin,1,0,1,2,212.091228,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,818.738892,195,1.432166,-149.327109,68.400098
22,268-2-A-BENA,268-2,BENA,60,23,9,0,24,0,0,0,0,0,0,,,,0,0,0,4,184.615387,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,819.441162,203,1.359031,-149.326454,68.400307
22,268-2-A-SAPU,268-2,SAPU,54,44,12,17,24,0,0,12,0,0,0.5,,,Ptarmagin,1,0,0,4,184.615387,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,819.441162,203,1.359031,-149.326454,68.400307
22,268-2-B-SAPU,268-2,SAPU,54,46,9,0,18,0,0,6,0,0,0.333333333,,,Ptarmagin,1,0,0,4,184.615387,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,819.441162,203,1.359031,-149.326454,68.400307
22,268-3-B-SAPU,268-3,SAPU,106,41,14,0,42,0,0,4,0,0,0.095238095,,,Ptarmagin,1,0,0,0,206.549982,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,819.661011,150,1.610195,-149.326989,68.400547
22,268-3-C-BENA,268-3,BENA,50,27,5,0,11,0,0,0,0,0,0,,,,0,0,0,0,206.549982,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,819.661011,150,1.610195,-149.326989,68.400547
22,268-3-D-SAPU,268-3,SAPU,54,49,10,0,24,0,1,12,0,0.041666667,0.5,,Hare,Ptarmagin,1,0,0,0,206.549982,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,819.661011,150,1.610195,-149.326989,68.400547
22,268-4-C-BENA,268-4,BENA,58,32,8,0,18,0,0,0,0,0,0,,,,0,0,0,5,171.881056,West,26B,Dwarf Shrub-Lichen,Low Shrub,Sandy Gravel,Mesic,0,820.486511,188,1.085947,-149.326166,68.400831
22,268-4-C-SAPU,268-4,SAPU,81,62,16,0,39,3,0,11,0.076923077,0,0.282051282,Moose,,Ptarmagin,1,0,0,5,171.881056,West,26B,Dwarf Shrub-Lichen,Low Shrub,Sandy Gravel,Mesic,0,820.486511,188,1.085947,-149.326166,68.400831
22,268-4-D-BENA,268-4,BENA,57,23,7,0,15,0,0,0,0,0,0,,,,0,0,0,5,171.881056,West,26B,Dwarf Shrub-Lichen,Low Shrub,Sandy Gravel,Mesic,0,820.486511,188,1.085947,-149.326166,68.400831
22,268-4-D-SAPU,268-4,SAPU,53,49,15,0,33,0,0,13,0,0,0.393939394,,,Ptarmagin,1,0,0,5,171.881056,West,26B,Dwarf Shrub-Lichen,Low Shrub,Sandy Gravel,Mesic,0,820.486511,188,1.085947,-149.326166,68.400831
23,282-1-B-BENA,282-1,BENA,41,18,8,0,9,0,0,0,0,0,0,,,,0,0,0,0,577.316923,West,26B,Tussock Tundra (Low shrub or Herbaceous),Tussock Tundra,Clay Loam,Mesic,0,826.622314,26,2.82316,-149.530032,68.582817
23,282-1-C-SAPU,282-1,SAPU,44,23,8,0,8,0,0,0,0,0,0,,,,0,0,0,0,577.316923,West,26B,Tussock Tundra (Low shrub or Herbaceous),Tussock Tundra,Clay Loam,Mesic,0,826.622314,26,2.82316,-149.530032,68.582817
23,282-1-D-BENA,282-1,BENA,74,20,11,0,15,0,0,0,0,0,0,,,,0,0,0,0,577.316923,West,26B,Tussock Tundra (Low shrub or Herbaceous),Tussock Tundra,Clay Loam,Mesic,0,826.622314,26,2.82316,-149.530032,68.582817
23,282-1-D-SAPU,282-1,SAPU,49,22,10,0,8,0,0,0,0,0,0,,,,0,0,0,0,577.316923,West,26B,Tussock Tundra (Low shrub or Herbaceous),Tussock Tundra,Clay Loam,Mesic,0,826.622314,26,2.82316,-149.530032,68.582817
23,282-2-A-BENA,282-2,BENA,44,16,6,0,7,0,0,0,0,0,0,,,,0,0,0,0,604.079816,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,826.41803,354,3.355184,-149.530916,68.583004
23,282-2-B-BENA,282-2,BENA,27,18,6,0,5,0,0,0,0,0,0,,,,0,0,0,0,604.079816,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,826.41803,354,3.355184,-149.530916,68.583004
23,282-2-B-SAPU,282-2,SAPU,68,29,11,0,18,0,0,0,0,0,0,,,,0,0,0,0,604.079816,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,826.41803,354,3.355184,-149.530916,68.583004
23,282-2-D-SAPU,282-2,SAPU,41,22,7,0,4,0,0,0,0,0,0,,,,0,0,0,0,604.079816,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,826.41803,354,3.355184,-149.530916,68.583004
23,282-3-A-SAPU,282-3,SAPU,37,21,9,0,9,0,0,0,0,0,0,,,,0,0,0,0,571.732475,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.876221,27,3.830761,-149.53038,68.583298
23,282-3-B-BENA,282-3,BENA,31,18,7,0,8,0,0,0,0,0,0,,,,0,0,0,0,571.732475,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.876221,27,3.830761,-149.53038,68.583298
23,282-3-D-BENA,282-3,BENA,82,20,10,0,18,0,0,0,0,0,0,,,,0,0,0,0,571.732475,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.876221,27,3.830761,-149.53038,68.583298
23,282-3-D-SAPU,282-3,SAPU,49,26,10,0,9,0,0,0,0,0,0,,,,0,0,0,0,571.732475,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.876221,27,3.830761,-149.53038,68.583298
23,282-4-A-BENA,282-4,BENA,52,15,7,0,6,0,0,0,0,0,0,,,,0,0,0,0,597.547448,West,26B,Tussock Tundra (Low shrub or Herbaceous),Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.620117,358,4.137664,-149.531178,68.583423
23,282-4-C-BENA,282-4,BENA,38,12,6,0,9,0,0,0,0,0,0,,,,0,0,0,0,597.547448,West,26B,Tussock Tundra (Low shrub or Herbaceous),Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.620117,358,4.137664,-149.531178,68.583423
23,282-4-C-SAPU,282-4,SAPU,45,23,12,0,10,0,0,0,0,0,0,,,,0,0,0,0,597.547448,West,26B,Tussock Tundra (Low shrub or Herbaceous),Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.620117,358,4.137664,-149.531178,68.583423
23,282-4-D-SAPU,282-4,SAPU,59,31,18,0,12,0,0,0,0,0,0,,,,0,0,0,0,597.547448,West,26B,Tussock Tundra (Low shrub or Herbaceous),Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.620117,358,4.137664,-149.531178,68.583423
